Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,Previousreading,CurrentReading,LastDate,CurrentDate,AddlCharges,TotalAmount,NewAmount,ACDAmount,ArrearAmount,EnergyCharge,FixedCharge,CustCharge,Adjustment,other,scno,name,eroarea,unit
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Kasulapahad,GP,278118,16438220,891,897,07-09-2022,08-10-2022,0,176,397,0,221,65,60,50,0,1,10223-00101,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,6
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Ellareddypally,GP,278064,16535956,759,789,20-09-2022,17-10-2022,0,325,1590,148,1265,210,60,50,0,5,10226-00535,TELANGANA FIBAR GRID CORPORAT,BHOOPALPALLY,30
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Pidisilla,GP,213849,16535952,35,13,05-09-2022,09-10-2022,0,386,797,0,411,273,60,50,0,3,10215-01236,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,39
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Mulkalapalle,GP,213846,16461964,855,857,07-09-2022,08-10-2022,0,184,368,540,184,65,60,50,0,9,10208-00775,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Geneshpalle,GP,213837,16535953,964,1088,17-09-2022,16-10-2022,0,1372,3245,0,1873,1093.2,165.9,105,0,7.9,10220-00505,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,124
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Parlapalle,GP,213847,16535954,1098,1229,08-09-2022,08-10-2022,150,1491,3649,0,2158,1156.9,70,105,0,159.1,10204-01268,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,131
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Peddakomatipalle,GP,213848,16535957,1110,1343,15-09-2022,11-10-2022,0,2376,2814,0,438,2186.3,70,105,0,14.7,10205-00610,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,233
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Akinepalle,GP,213834,16535958,800,800,12-09-2022,12-10-2022,0,191,191,1002,0,65,60,50,0,16,10203-00732,TELANGANA FIBER GRID CORPORTIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Ippalapally,GP,278045,16535966,1555,1560,21-09-2022,12-10-2022,0,208,208,2078,0,65,60,50,0,33,10222-00266,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,5
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Pothugul,GP,213850,16535960,980,1082,15-09-2022,14-10-2022,0,1061,1171,216,110,875.4,70,105,0,10.6,10206-00500,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,102
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Korikishala,GP,213841,16535962,818,821,18-09-2022,19-10-2022,0,180,180,250,0,65,60,50,0,5,10207-00545,TELANGANA FIBER GRID CORPORTIO,BHOOPALPALLY,3
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Ankushapur,GP,278063,16461965,681,749,08-09-2022,13-10-2022,0,743,919,0,176,578,70,90,0,5,10210-00275,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,68
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Medarametlai,GP,213842,16535963,158,211,21-09-2022,16-10-2022,0,614,1074,0,460,450.5,70,90,0,3.5,10211-00778,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,53
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Rangapuram,GP,213852,16535961,286,287,09-09-2022,11-10-2022,0,175,350,0,175,65,60,50,0,0,10212-01625,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Chinthalapalle,GP,213835,16535965,1030,1058,21-09-2022,15-10-2022,0,317,317,540,0,196,60,50,0,11,10224-00383,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,28
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Patha Issipeta,GP,278048,16535959,65,73,21-09-2022,14-10-2022,0,176,351,0,175,65,60,50,0,1,10228-00006,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,8
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Issipet,GP,213840,16535964,674,715,16-09-2022,13-10-2022,0,414,414,962,0,287,60,50,0,17,10213-01660,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,41
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Mogullapalle,GP,213844,16438219,732,733,08-09-2022,07-10-2022,0,180,180,302,0,65,60,50,0,5,10201-02267,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,KOMPALLI,GP,258053,16479114,125,132,08-09-2022,19-10-2022,0,176,351,0,175,65,60,50,0,1,10305-01098,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,7
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,LAMBADI THANDA (p),GP,279721,16479115,710,750,08-09-2022,19-10-2022,0,399,829,422,430,280,60,50,0,9,10305-01097,TS FIBER GRID CRPORATION LTD T,BHOOPALPALLY,40
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,GUDADPALLE,GP,213309,16479116,4,4,05-09-2022,07-10-2022,0,175,375,0,200,65,60,50,0,0,10304-00520,TS FIBER GRID CORPORATION TS F,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,GORLAVEEDU,GP,213308,16479118,1089,1090,22-09-2022,12-10-2022,0,180,902,232,722,65,60,50,0,5,10303-01919,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,VAJNAPALLY,GP,277997,16479117,917,1156,05-09-2022,22-10-2022,0,2338,3288,0,950,2147.7,70,105,0,15.3,10302-00241,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,239
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,NEREDPALLE,GP,213316,16555324,325,424,08-09-2022,09-10-2022,0,1008,1323,0,315,841.5,70,90,0,6.5,10307-00810,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,99
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,NACHARAM,GP,201559,16542947,13,13,22-09-2022,19-10-2022,0,175,350,0,175,65,60,50,0,0,25309-00421,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,ANSANPALLI,GP,201554,16542948,806,806,22-09-2022,16-10-2022,0,176,716,0,540,65,60,50,0,1,25308-00421,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,MALLAMPALLY,GP,280902,16803707,55,57,06-09-2022,10-10-2022,25,200,800,0,600,65,60,50,0,25,25322-00163,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,KAMALAPUR,GP,213310,16835157,250,388,16-09-2022,16-10-2022,150,1560,5297,0,3737,1226.2,70,105,0,158.8,10318-00835,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,138
Package-B,Warangal,Jayashankar Bhupalapalli,Bhupalpalle,AMUDAPALLY,GP,277989,16840284,499,579,21-09-2022,18-10-2022,150,995,6628,0,5633,680,70,90,0,155,10337-00144,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,80
Package-B,Warangal,Warangal Rural,Chennaraopet,Jojipet Narayana Thanda,GP,278059,16921764,1,3,17-08-2022,18-10-2022,50,400,750,0,350,130,120,100,0,50,11911-00182,Telangana Fiber Grid Corporati,NEKKONDA,2
Package-B,Warangal,Warangal Rural,Chennaraopet,THIMMARAINIPAHAD,GP,213336,16921763,2,2,10-09-2022,15-10-2022,25,200,775,0,575,65,60,50,0,25,11921-00795,Telangana Fiber Grid Corporati,NEKKONDA,0
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,CHITYAL,GP,213370,16762987,566,600,23-09-2022,22-10-2022,0,351,351,0,0,238,60,50,0,3,10101-02383,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,34
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,YELLETIRAMAIAHPALLY,GP,278041,16760443,160,172,12-09-2022,10-10-2022,0,195,450,0,255,84,60,50,0,1,10146-00008,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,12
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,NAWABPETA,GP,213382,16760125,502,544,18-09-2022,10-10-2022,0,520,2500,0,1980,357,70,90,0,3,10122-01395,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,42
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,CHINTHAKUNTARAMAIAHPALLY,GP,278013,16760126,129,143,23-09-2022,19-10-2022,0,209,524,0,315,98,60,50,0,1,10149-00011,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,14
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,KAILAPUR,GP,278025,16761017,618,695,07-09-2022,10-10-2022,150,970,3032,0,2062,654.5,70,90,0,155.5,10116-00417,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,77
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,BHAVUSINGHPALLE,GP,213366,16823628,59,60,24-09-2022,16-10-2022,25,200,1098,0,898,65,60,50,0,25,10148-00010,Telengana fibre grid corporati,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,KOTHAPETA,GP,278022,16824084,53,54,08-09-2022,10-10-2022,25,200,800,0,600,65,60,50,0,25,10150-00010,Telengana fibre grid corporati,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,GOPALAPUR,GP,213376,16823456,440,440,22-09-2022,16-10-2022,25,200,5340,0,5140,65,60,50,0,25,10118-00649,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,MUCHINIPARTHY,GP,213381,16791930,500,536,22-09-2022,12-10-2022,150,621,3098,198,2477,306,70,90,0,155,10119-00567,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,36
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,CHALLAGARIGE,GP,213369,16790915,145,169,08-09-2022,10-10-2022,25,310,1055,336,745,168,60,50,0,32,10128-01675,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,24
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,JOOKAL,GP,213379,16790913,666,752,04-09-2022,07-10-2022,150,1047,1940,0,893,731,70,90,0,156,10127-01411,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,86
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,GUNTURPALLY,GP,278019,16790914,285,286,08-09-2022,07-10-2022,0,175,356,0,181,65,60,50,0,0,10136-00334,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,THIRUMALAPUR,GP,213390,16790912,179,180,04-09-2022,07-10-2022,0,175,350,0,175,65,60,50,0,0,10120-00750,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,JADALPET,GP,213378,16936972,15,36,20-09-2022,18-10-2022,25,283,639,0,356,147,60,50,0,26,10117-01476,Telangana Fiber Grid Corporati,BHOOPALPALLY,21
Package-B,Warangal,Jayashankar Bhupalapalli,Chityal,VARIKOLPALLY,GP,278011,16931400,6,6,10-09-2022,10-10-2022,25,200,685,0,485,65,60,50,0,25,10145-00010,Telangana Fiber Grid Corporati,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),BURRAKAYALAGUDEM,GP,278218,16433885,43,57,13-09-2022,11-10-2022,0,218,218,506,0,98,60,50,0,10,10806-00027,TS FIBER GRID TELANAGANA FIBER,BHOOPALPALLY,14
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),GANDHINAGAR,GP,213523,16433889,1450,1532,21-09-2022,21-10-2022,0,867,4798,318,3931,697,70,90,0,10,10817-00803,TELANAGANA FIBER GRID CORPORAT,BHOOPALPALLY,82
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),SHAMNAGAR,GP,277994,16460171,838,915,20-09-2022,18-10-2022,0,827,1220,438,393,654.5,70,90,0,12.5,10330-00412,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,77
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),KARKAPALLE,GP,213525,16502573,911,929,24-09-2022,14-10-2022,0,246,1185,524,939,126,60,50,0,10,10807-00846,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,18
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),LAXMAREDDYPALLY,GP,278145,16503773,590,590,22-09-2022,12-10-2022,0,175,272,0,97,65,60,50,0,0,10826-00009,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),CHELPUR,GP,213521,16460170,1291,1294,08-09-2022,07-10-2022,0,177,514,0,337,65,60,50,0,2,10805-03543,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,3
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),GOLLAPALLY,GP,278143,16505231,10,97,20-09-2022,13-10-2022,0,905,1080,0,175,739.5,70,90,0,5.5,10810-00385,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,87
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),BASWARAJPALLE,GP,213519,16438184,1273,1368,08-09-2022,08-10-2022,150,1125,1941,0,816,807.5,70,90,0,157.5,10821-00644,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,95
Package-B,Warangal,Jangaon,Tharigoppula,Tharigoppula,Mandal,7254,16854646,3190,3191,09-09-2022,14-10-2022,0,479,652,0,173,65,360,50,0,4,13203-02848,TELANGANA FIBER GRID CORP.TS F,RAGHUNATHAPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),NAGARAMPALLE,GP,213528,16438181,1536,1680,13-09-2022,11-10-2022,0,1486,2482,438,996,1294,70,105,0,17,10811-00478,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,144
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),GHANPUR,GP,213524,16433883,0,0,14-09-2022,12-10-2022,0,175,375,0,200,65,60,50,0,0,10801-03593,TELANAGANA FIBER GRID CORPORAT,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),PARUSHURAMPALLY,GP,278203,16479113,333,345,20-09-2022,18-10-2022,0,195,195,0,0,84,60,50,0,1,10818-00611,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,12
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),VENKATESHWARLAPLLY,GP,278209,16479120,656,1271,19-09-2022,25-10-2022,0,6333,6309,558,-24,6057,70,160,0,46,10816-00197,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,615
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),PEDDAPUR,GP,214215,16460169,515,569,09-09-2022,21-10-2022,0,492,1158,0,666,378,60,50,0,4,10905-01015,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,54
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),BAVUSINGHPALLY,GP,279715,16502547,614,640,14-09-2022,21-10-2022,0,294,620,0,326,182,60,50,0,2,10928-00154,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,26
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),SUBBAKKAPALLY,GP,279718,16502551,360,390,24-09-2022,21-10-2022,0,322,893,0,571,210,60,50,0,2,10929-00618,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,30
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),Lambadi thanda (B),GP,277981,16531389,140,161,24-09-2022,19-10-2022,0,258,478,0,220,147,60,50,0,1,10940-00004,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,21
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),GURRAMPET,GP,214208,16502549,349,400,18-09-2022,21-10-2022,0,470,1092,0,622,357,60,50,0,3,10915-00856,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,51
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),KONDAPUR,GP,213526,16438190,335,338,14-09-2022,12-10-2022,0,176,858,0,682,65,60,50,0,1,10803-00613,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,3
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),SEETHARAMPUR,GP,278217,16438182,958,1100,13-09-2022,12-10-2022,0,1455,2068,0,613,1271.4,70,105,0,8.6,10825-00007,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,142
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),Appaiahpally,GP,278213,16438183,81,81,14-09-2022,12-10-2022,0,175,175,0,0,65,60,50,0,0,10804-00288,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Ghanpur(M),MYLARAM,GP,213527,16505232,563,563,24-09-2022,10-10-2022,0,180,926,302,746,65,60,50,0,5,10808-00496,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Warangal Urban,Inavole,PANTHINI,GP,214232,16593767,1338,1581,13-08-2022,09-10-2022,300,2811,5556,0,2745,2145.3,140,210,0,315.7,13424-01947,TELANGANA FIBERGRID CORPORATIO,Rural/HNK,243
Package-B,Warangal,Warangal Urban,Inavole,PERAMADLAGUDEM,GP,214233,16615714,818,854,23-08-2022,12-10-2022,50,542,3741,1104,3199,252,120,100,0,70,13437-00342,TELANGANA FIBERGRIND CORPORATI,Rural/HNK,36
Package-B,Warangal,Warangal Urban,Inavole,KAKKIRALAPALLE,GP,214225,16615715,295,354,17-08-2022,09-10-2022,50,687,1885,0,1198,413,120,100,0,54,13423-01228,TELANGANA FIBER GRID CORPORATI,Rural/HNK,59
Package-B,Warangal,Warangal Urban,Inavole,VENKATAPUR,GP,214260,16555487,102,377,22-08-2022,09-10-2022,50,2919,5550,0,2631,2501.3,140,210,0,67.7,12912-02154,TELANGANA FIBERGRID CORPORATIO,Rural/HNK,275
Package-B,Warangal,Warangal Urban,Inavole,MALAKAPALLE,GP,213421,16555488,400,590,26-08-2022,17-10-2022,50,2055,3243,0,1188,1643,140,210,0,62,12807-01637,TELANGANA FIBERGRID CORPORATIO,Rural/HNK,190
Package-B,Warangal,Warangal Urban,Inavole,VANAMALAKANAPARTHI,GP,213608,16715873,1194,1264,10-09-2022,06-10-2022,150,921,4207,678,3286,595,70,90,0,166,12131-01140,TELANGANA FIBER GRID CORPORATI,Rural/HNK,70
Package-B,Warangal,Warangal Urban,Inavole,KONDAPARTHY,GP,213594,16869461,828,831,14-09-2022,12-10-2022,25,201,8702,0,8501,65,60,50,0,26,12109-02803,TELANGANA FIBER GRID CORPORATI,Rural/HNK,3
Package-B,Warangal,Warangal Urban,Inavole,NARSIMULAGUDEM,GP,213602,16520319,1190,1210,20-09-2022,15-10-2022,0,257,1614,284,1357,140,60,50,0,7,12111-00521,TS FIBER GRID CORPORATION LTD,Rural/HNK,20
Package-B,Warangal,Warangal Urban,Inavole,MULKALAGUDEM,GP,213600,16446009,1212,1267,20-09-2022,13-10-2022,150,786,3087,318,2301,467.5,70,90,0,158.5,12112-00571,TELANGANA FIBER GRID CORPORATI,Rural/HNK,55
Package-B,Warangal,Warangal Rural,Khanapur,CHILAKAMMANAGAR,GP,277976,16495632,4,4,17-08-2022,18-10-2022,0,350,350,0,0,130,120,100,0,0,11527-00241,TELANGANA FIBER GRID CORPORATI,NARSAMPET,0
Package-B,Warangal,Warangal Rural,Khanapur,ASHOKNAGAR,GP,213669,16564125,673,805,15-09-2022,13-10-2022,150,1508,2531,0,1023,1175.2,70,105,0,157.8,11502-02037,TELANGANA FIBER GRID CORPORATI,NARSAMPET,132
Package-B,Warangal,Warangal Rural,Khanapur,CHILAKAMMA THANDA,GP,277975,16495635,1,651,17-08-2022,16-10-2022,0,6610,6610,0,0,6191.1,140,240,0,38.9,11526-00059,TELANGANA FIBER GRID CORPORATI,NARSAMPET,650
Package-B,Warangal,Warangal Rural,Khanapur,BUDHARAOPET,GP,213670,16495633,416,416,05-09-2022,14-10-2022,0,175,175,0,0,65,60,50,0,0,11507-01957,TELANGANA FIBER GRID CORPORATI,NARSAMPET,0
Package-B,Warangal,Warangal Rural,Khanapur,BOTIMIDHI THANDA,GP,277988,16564126,530,580,19-08-2022,16-10-2022,0,573,573,0,0,350,120,100,0,3,11506-01256,TELANGANA FIBER GRID CORPORATI,NARSAMPET,50
Package-B,Warangal,Warangal Rural,Khanapur,MANGALAVARIPET,GP,213675,16564130,1016,1245,18-08-2022,15-10-2022,0,2367,2367,147,0,2001.1,140,210,0,15.9,11506-01257,TELANGANA FIBER GRID CORPORATI,NARSAMPET,229
Package-B,Warangal,Warangal Rural,Khanapur,BADRU THANDA,GP,277992,16490132,318,318,19-08-2022,15-10-2022,0,350,350,0,0,130,120,100,0,0,11506-01253,TELANGANA FIBER GRID CORPORATI,NARSAMPET,0
Package-B,Warangal,Warangal Rural,Khanapur,KODTIMATU THANDA,GP,277985,16490131,608,678,19-08-2022,15-10-2022,0,714,714,0,0,490,120,100,0,4,11523-00066,TELANGANA FIBER GRID CORPORATI,NARSAMPET,70
Package-B,Warangal,Warangal Rural,Khanapur,DHARMARAOPETA,GP,213672,16490135,11,11,06-09-2022,09-10-2022,0,175,175,0,0,65,60,50,0,0,11503-01536,TELANGANA FIBER GRID CORPORATI,NARSAMPET,0
Package-B,Warangal,Warangal Rural,Khanapur,RAGAMPETA,GP,277984,16477802,1028,1029,17-08-2022,12-10-2022,0,359,359,591,0,130,120,100,0,9,11510-00463,TELANGANA FIBER GRID CORPORATI,NARSAMPET,1
Package-B,Warangal,Jayashankar Bhupalapalli,Malharrao,THADICHERLA,GP,201562,16605534,125,125,07-09-2022,08-10-2022,0,175,350,0,175,65,60,50,0,0,25301-03470,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Malharrao,MALLARAM,GP,201558,16607926,265,266,22-09-2022,20-10-2022,0,175,356,0,181,65,60,50,0,0,25303-01302,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Malharrao,CHINATHUNDLA,GP,201555,16614286,132,160,17-09-2022,22-10-2022,0,308,483,0,175,196,60,50,0,2,25304-00348,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,28
Package-B,Warangal,Warangal Rural,Nadikuda,VARIKOLE,GP,214032,16745462,649,701,20-09-2022,16-10-2022,0,608,4291,148,3683,442,70,90,0,6,10406-01430,MAHARSHI DAYANAND EPPAKAYALA,PARKAL,52
Package-B,Warangal,Warangal Rural,Nadikuda,VELLAMPALLE,GP,214033,16686713,889,891,08-09-2022,07-10-2022,0,187,187,798,0,65,60,50,0,12,10414-01467,T FIBER VELLAMPALLE T FIBER VE,PARKAL,2
Package-B,Warangal,Warangal Rural,Nadikuda,NADIKUDA,GP,214023,16787083,934,998,18-09-2022,12-10-2022,0,759,759,3412,0,544,70,90,0,55,10415-01844,MAHARSHI DAYANAND EPPAKAYALA,PARKAL,64
Package-B,Warangal,Warangal Rural,Nadikuda,KOWKONDA,GP,214018,16686687,24,26,07-09-2022,07-10-2022,0,175,175,0,0,65,60,50,0,0,10420-00548,TS FIBER GRID CORPORATION LTD,PARKAL,2
Package-B,Warangal,Warangal Rural,Nadikuda,SARVAPUR,GP,279779,16686686,688,690,08-09-2022,07-10-2022,0,188,188,882,0,65,60,50,0,13,10421-00236,TS FIBER GRID CORPORATION LTD,PARKAL,2
Package-B,Warangal,Warangal Rural,Nekkonda,SEETHARAMPURAM,GP,279058,16642049,655,802,19-08-2022,17-10-2022,0,1580,1580,0,0,1249.5,140,180,0,10.5,12118-00272,TELANGANA FIBERGRID CORPORATIO,NEKKONDA,147
Package-B,Warangal,Warangal Rural,Nekkonda,DEEKSHAKUNTA,GP,213975,16618223,33,37,19-08-2022,15-10-2022,0,350,350,0,0,130,120,100,0,0,12106-01076,TELANGANA FIBER GRID CORPORATI,NEKKONDA,4
Package-B,Warangal,Warangal Rural,Nekkonda,TOPANAGADDA THANDA,GP,278068,16746547,209,251,08-09-2022,11-10-2022,150,559,1252,189,693,294,60,50,0,155,11938-00005,T FIBER GRID CORPORATION LTD T,NEKKONDA,42
Package-B,Warangal,Warangal Rural,Nekkonda,CHARVU MUNDARI THANDA,GP,279080,16746585,32,35,07-09-2022,14-10-2022,0,175,350,0,175,65,60,50,0,0,12127-00002,TELANGANA FIBERGRID CORPORATIO,NEKKONDA,3
Package-B,Warangal,Warangal Rural,Nekkonda,PEDDAKORPOLU,GP,213985,16799000,546,668,10-09-2022,13-10-2022,150,1387,5257,0,3870,1053.8,70,105,0,158.2,12115-01294,TELANGANA FIBER GRID CORPORATI,NEKKONDA,122
Package-B,Warangal,Warangal Rural,Nekkonda,KASNATHANDA,GP,279084,16798999,25,28,07-09-2022,14-10-2022,25,200,800,0,600,65,60,50,0,25,12131-00001,TELANGANA FIBER GRID CORPORATI,NEKKONDA,3
Package-B,Warangal,Warangal Rural,Nekkonda,MADIPALLY,GP,213979,16798998,354,368,19-08-2022,16-10-2022,300,651,4287,0,3636,130,120,100,0,301,12111-00408,TELANGANA FIBER GRID CORPORATI,NEKKONDA,14
Package-B,Warangal,Warangal Rural,Nekkonda,NEKKONDA,GP,213982,16465026,1358,1469,05-09-2022,11-10-2022,0,1124,2304,814,1180,943.5,70,90,0,20.5,12112-03613,TELANGANA FIBER GRID CORPORATI,NEKKONDA,111
Package-B,Warangal,Warangal Rural,Nekkonda,NAKKALAGUTTA THANDA,GP,279083,16798997,39,42,07-09-2022,14-10-2022,25,200,800,0,600,65,60,50,0,25,12135-00002,TELANGANA FIBER GRID CORPORATI,NEKKONDA,3
Package-B,Warangal,Warangal Rural,Nekkonda,NAGARAM,GP,213981,16798996,3,3,11-08-2022,17-10-2022,50,400,800,0,400,130,120,100,0,50,12113-01139,TELANGANA FIBER GRID CORPORATI,NEKKONDA,0
Package-B,Warangal,Warangal Rural,Nekkonda,REDYANAIK THANDA,GP,279072,16798995,72,76,07-09-2022,14-10-2022,25,200,800,0,600,65,60,50,0,25,12139-00001,TELANGANA FIBER GRID CORPORATI,NEKKONDA,4
Package-B,Warangal,Warangal Rural,Nekkonda,ALAKHANIPETA,GP,213969,16798994,12,43,07-09-2022,14-10-2022,25,354,954,0,600,217,60,50,0,27,12101-01527,TELANGANA FIBER GRID CORPORATI,NEKKONDA,31
Package-B,Warangal,Warangal Rural,Nekkonda,VENKANAIK THANDA,GP,279075,16798991,48,52,07-09-2022,14-10-2022,25,200,800,0,600,65,60,50,0,25,12140-00002,TELANGANA FIBER GRID CORPORATI,NEKKONDA,4
