Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,SerialNo,BillDate,DueDate,BillAmount,ACDAmount,Amount,act
Package-B,Nalgonda,Suryapet,Maddirala,CHANDUPATLA,GP,207943,112977140,4201900625,08-09-2022,22-09-2022,3435,906,3435,2529
Package-B,Nalgonda,Suryapet,Maddirala,POLMALLA,GP,207957,112932619,4200601488,07-09-2022,21-09-2022,1841,958,1841,883
Package-B,Nalgonda,Suryapet,Suryapet,IMAMPET,GP,208092,113022977,4161301428,12-09-2022,26-09-2022,2577,718,2577,1859
Package-B,Nalgonda,Suryapet,Thungathurthi,BANDA RAMARAM,GP,208166,112977033,4220900742,12-09-2022,26-09-2022,4597,1422,4597,3175
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,CHIRRAGUDUR,GP,207730,112978375,4600900743,11-09-2022,25-09-2022,3672,1680,3672,1992
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Babulnayak Thanda,GP,281197,113137201,4520700806,11-09-2022,25-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,BANDAKOTHAPALLY,GP,207456,112977979,4580400628,12-09-2022,26-09-2022,1007,98,1007,909
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,PEDDARAVULAPALLY,GP,208024,113425584,4541101356,10-09-2022,24-09-2022,1156,0,1156,1156
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,INDRIYALA,GP,208014,113694036,4540502303,12-09-2022,26-09-2022,1949,0,1949,1949
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,PEDDAGUDEM,GP,208023,113425566,4540702716,10-09-2022,24-09-2022,489,0,489,489
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,ISKILLA,GP,208052,113142656,4611500790,12-09-2022,26-09-2022,1941,718,1941,1223
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,LAXMAPUR,GP,208056,113364260,4610200907,11-09-2022,25-09-2022,2084,478,2084,1606
Package-B,Nalgonda,Yadadri Bhuvanagiri,Alair,MANTHAPURI,GP,207100,113026941,4560600698,12-09-2022,26-09-2022,1330,394,1330,936
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,MAHADEVPUR,GP,281144,113256839,4512000315,12-09-2022,26-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,KONDAMADUGU,GP,207222,113300283,4510102597,12-09-2022,26-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,YERRABETTU THANDA,GP,281275,113178663,4511001594,10-09-2022,24-09-2022,958,0,958,958
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,RAMUNIGUNDLA THANDA,GP,207233,113178670,4511801064,12-09-2022,26-09-2022,964,0,964,964
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,BRAHAMANAPALLY,GP,207213,113178661,4511001591,12-09-2022,26-09-2022,885,0,885,885
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,VENKIRYAL,GP,207236,113022443,4511301680,11-09-2022,25-09-2022,1368,940,1368,428
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,PADAMATI SOMARAM,GP,207228,113021988,4511200693,12-09-2022,26-09-2022,1810,822,1810,988
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,CHOKLATHANDA,GP,281190,113629163,4521701277,12-09-2022,26-09-2022,1255,0,1255,1255
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,VANGALA,GP,281765,112977976,4580100149,12-09-2022,26-09-2022,490,0,490,490
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,SHOBANADRI GUDEM,GP,280886,113680299,4262500420,11-09-2022,25-09-2022,3962,0,3962,3962
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,DONDAPADU,GP,207668,113680286,4261304682,12-09-2022,26-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Kanagal,Kanagal,Mandal,5335,112885007,301402943,12-09-2022,26-09-2022,39784,12346,39784,27438
Package-B,Nalgonda,Nalgonda,Kattangoor,Kattangoor,Mandal,5336,112941347,1901403604,10-09-2022,24-09-2022,29888,13340,29888,16548
Package-B,Nalgonda,Suryapet,Nereducherla,Nereducherla,Mandal,5354,113286277,3101408297,12-09-2022,26-09-2022,33548,21238,33548,12310
Package-B,Nalgonda,Suryapet,Penpahad,Penpahad,Mandal,5359,112941827,4181801480,09-09-2022,23-09-2022,21787,0,21787,21787
Package-B,Nalgonda,Nalgonda,Narketpally,Narketpally,Mandal,5353,113104081,4050105825,12-09-2022,26-09-2022,24385,2850,24385,21535
Package-B,Nalgonda,Nalgonda,Dameracherla,Dameracherla,Mandal,5327,113414983,4350105046,12-09-2022,26-09-2022,24599,5692,24599,18907
Package-B,Nalgonda,Nalgonda,Nakrekal,Nakrekal,Mandal,5349,113109998,1301415146,12-09-2022,26-09-2022,20618,0,20618,20618
Package-B,Nalgonda,Nalgonda,Neredugommu,Neredugommu,Mandal,7289,113108508,4471501830,11-09-2022,25-09-2022,9694,9260,9694,434
Package-B,Nalgonda,Nalgonda,Nidamanoor,Nidamanoor,Mandal,5355,113153482,4370102925,12-09-2022,26-09-2022,22523,6738,22523,15785
Package-B,Nalgonda,Suryapet,Chilkur,Chilkur,Mandal,5322,113110726,4280105768,12-09-2022,26-09-2022,31093,9790,31093,21303
Package-B,Nalgonda,Nalgonda,Devarakonda,MYNAMPALLY,GP,207429,112964794,4422600486,10-09-2022,24-09-2022,1887,650,1887,1237
Package-B,Nalgonda,Nalgonda,Devarakonda,MARRICHETTU THANDA,GP,279573,112964792,4421100370,10-09-2022,24-09-2022,3438,1462,3438,1976
Package-B,Nalgonda,Nalgonda,Devarakonda,DUBBATANDA,GP,279570,113466764,4421100380,13-09-2022,27-09-2022,3000,838,3000,2162
Package-B,Nalgonda,Nalgonda,Devarakonda,CHINTABAVI,GP,279550,113017793,4423300141,12-09-2022,26-09-2022,3036,736,3036,2300
Package-B,Nalgonda,Nalgonda,Devarakonda,VAIDONIVAMPU,GP,279542,113053161,4421901867,14-09-2022,28-09-2022,880,0,880,880
Package-B,Nalgonda,Nalgonda,Devarakonda,SAPAVAT THANDA,GP,279646,113053149,4421701105,14-09-2022,28-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Devarakonda,PADAMATIPALLY,GP,207430,113304754,4421800552,12-09-2022,26-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Kattangoor,BOLLEPALLY,GP,207554,113324205,4190301235,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Munugode,Yelagala gudem,GP,281013,112944616,4071001394,13-09-2022,27-09-2022,1517,1322,1517,195
Package-B,Nalgonda,Nalgonda,Munugode,JAMASTANPALLY,GP,207774,113354748,4072000304,14-09-2022,28-09-2022,1750,616,1750,1134
Package-B,Nalgonda,Nalgonda,Munugode,KORETKAL,GP,207780,113079166,4071602048,11-09-2022,25-09-2022,2502,906,2502,1596
Package-B,Nalgonda,Nalgonda,Munugode,Dubbakalwa,GP,281018,113079167,4071602049,12-09-2022,26-09-2022,352,0,352,352
Package-B,Nalgonda,Suryapet,Munagala,VIJAYARAGHAPURAM,GP,207768,113075663,4271701639,12-09-2022,26-09-2022,632,0,632,632
Package-B,Nalgonda,Suryapet,Nadigudem,BRUNDAVANAPURAM,GP,207790,113426223,4311600824,13-09-2022,27-09-2022,976,0,976,976
Package-B,Nalgonda,Suryapet,Nadigudem,K.R.PURAM,GP,207794,113697579,4311401044,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Suryapet,Nereducherla,DIRSINCHARLA,GP,207897,112952226,4310303329,13-09-2022,27-09-2022,4177,1180,4177,2997
Package-B,Nalgonda,Suryapet,Chilkur,SETHARAMAPURAM,GP,207309,113077009,4280300425,13-09-2022,27-09-2022,375,0,375,375
Package-B,Nalgonda,Nalgonda,Gurrampode,PASHAMVARIGUDEM,GP,280656,113182743,4440600206,13-09-2022,27-09-2022,1368,940,1368,428
Package-B,Nalgonda,Suryapet,Palakeedu,ALINGA PURAM,GP,207891,112993578,4313200756,12-09-2022,26-09-2022,2188,478,2188,1710
Package-B,Nalgonda,Suryapet,Palakeedu,CHERUVU THANDA,GP,281627,113381159,4314100305,12-09-2022,26-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Anumula Haliya,SRINATHPUR,GP,207127,113153549,4383100416,13-09-2022,27-09-2022,1674,0,1674,1674
Package-B,Nalgonda,Nalgonda,Peddavura,PEDDAVOORA,GP,207982,113183833,4390102012,13-09-2022,27-09-2022,2808,0,2808,2808
Package-B,Nalgonda,Nalgonda,Peddavura,GARNEKUNTA,GP,280429,113218836,4390900543,13-09-2022,27-09-2022,453,0,453,453
Package-B,Nalgonda,Nalgonda,Peddavura,VELAMGUDEM,GP,207991,113218840,4392500987,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Peddavura,SIRSANAGANDLA,GP,207986,113416401,4392000581,13-09-2022,27-09-2022,4570,1482,4570,3088
Package-B,Nalgonda,Nalgonda,Peddavura,BASIRDDYPALLY,GP,280431,113573370,4390200331,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,NALGONDA,JANGAMAIGUDEM,GP,280779,113695155,4042400230,13-09-2022,27-09-2022,1050,0,1050,1050
Package-B,Nalgonda,Nalgonda,MARRIGUDA,KAMMAGUDA,GP,280826,113209240,4450701525,13-09-2022,27-09-2022,2289,530,2289,1759
Package-B,Nalgonda,Suryapet,Atmakur(S),NASEEMPET,GP,207169,113023235,4211300438,13-09-2022,27-09-2022,1966,0,1966,1966
Package-B,Nalgonda,Suryapet,Nuthankal,MIRYALA,GP,207953,113015103,4201501097,12-09-2022,26-09-2022,4356,770,4356,3586
Package-B,Nalgonda,Suryapet,Suryapet,KESARAM,GP,208095,113428159,4161400807,12-09-2022,26-09-2022,500,98,500,402
Package-B,Nalgonda,Suryapet,Thungathurthi,YENEKUNTA THANDA,GP,279655,113144376,4220400416,13-09-2022,27-09-2022,1906,0,1906,1906
Package-B,Nalgonda,Suryapet,Thungathurthi,SURYA THANDA,GP,279620,112977034,4220900743,13-09-2022,27-09-2022,1080,564,1080,516
Package-B,Nalgonda,Suryapet,Thungathurthi,VELUGU PALLY,GP,208180,112977029,4220701729,13-09-2022,27-09-2022,594,0,594,594
Package-B,Nalgonda,Suryapet,Thungathurthi,MANCHYA THANDA,GP,279626,112977032,4220900741,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Begumpet,GP,208031,112928114,4571901327,13-09-2022,27-09-2022,2779,582,2779,2197
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Rajapet,GP,208045,112928091,4570902428,12-09-2022,26-09-2022,3065,668,3065,2397
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,BANDAKOTHAPALLY,GP,207456,112977979,4580400628,13-09-2022,27-09-2022,1021,98,1021,923
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,PEDDA PADISHALA,GP,207466,112977982,4580600939,13-09-2022,27-09-2022,526,0,526,526
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,RAMARAM,GP,207467,112977989,4581800753,13-09-2022,27-09-2022,3770,1502,3770,2268
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),RAIPALLY,GP,207152,113055713,4622200381,13-09-2022,27-09-2022,1778,0,1778,1778
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,BHEEMANPALLY,GP,208009,113586830,4541301056,13-09-2022,27-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,DESHMUKHI,GP,208011,113694052,4540801120,13-09-2022,27-09-2022,856,0,856,856
Package-B,Nalgonda,Nalgonda,Gundlapally(Dindi),Gundlapally(Dindi),Mandal,5331,113108537,4903402232,13-09-2022,27-09-2022,7667,1083,7667,6584
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,Chinthalapalem Mallareddygudem,Mandal,7293,113566330,2609402696,11-09-2022,25-09-2022,30841,13120,30841,17721
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,VEERAVELLY,GP,207206,113772966,4501801345,13-09-2022,27-09-2022,453,0,453,453
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,YARRAKUNTA THANDA,GP,280878,113680304,4263300260,12-09-2022,26-09-2022,1708,0,1708,1708
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,GUDIMALKAPURAM,GP,207669,113680272,4260201127,11-09-2022,25-09-2022,3318,0,3318,3318
Package-B,Nalgonda,Nalgonda,Devarakonda,Devarakonda,Mandal,5328,113231082,4201414533,13-09-2022,27-09-2022,33427,13782,33427,19645
Package-B,Nalgonda,Suryapet,Garidepally,Garidepally,Mandal,5329,113090384,4330103407,12-09-2022,26-09-2022,22291,6696,22291,15595
Package-B,Nalgonda,Suryapet,Mothey,Mothey,Mandal,5344,113076691,1901401236,13-09-2022,27-09-2022,23053,6704,23053,16349
Package-B,Nalgonda,Suryapet,Nadigudem,Nadigudem,Mandal,5348,113076440,4311102273,13-09-2022,27-09-2022,29537,10520,29537,19017
Package-B,Nalgonda,Suryapet,Nuthankal,Nuthankal,Mandal,5356,112911017,2001402515,13-09-2022,27-09-2022,43824,9517,43824,34307
Package-B,Nalgonda,Nalgonda,Chandur,BODANGIPARTHY,GP,207283,112944508,4060800822,14-09-2022,28-09-2022,1861,872,1861,989
Package-B,Nalgonda,Nalgonda,Chinthapally,MODUGULAMALLEPALLY,GP,207320,113780620,4462300303,12-09-2022,26-09-2022,784,0,784,784
Package-B,Nalgonda,Nalgonda,Narketpally,NARKETPALLY,GP,207885,113003965,4050105790,14-09-2022,28-09-2022,1726,0,1726,1726
Package-B,Nalgonda,Nalgonda,Gurrampode,Tenepalli Thanda,GP,280662,113330583,4441600688,14-09-2022,28-09-2022,422,0,422,422
Package-B,Nalgonda,Nalgonda,Gurrampode,POCHAMPALLY,GP,207504,113528855,4440400703,12-09-2022,26-09-2022,8578,1620,8578,6958
Package-B,Nalgonda,Nalgonda,Dameracherla,KALLEPALLY,GP,207400,113729330,4351900733,12-09-2022,26-09-2022,1753,0,1753,1753
Package-B,Nalgonda,Nalgonda,Gundlapally(Dindi),BURANPUR THANDA,GP,280387,113768091,4491800116,13-09-2022,27-09-2022,523,0,523,523
Package-B,Nalgonda,Nalgonda,Gundlapally(Dindi),KUNDEL BAI THANDA,GP,280389,113768092,4492201237,13-09-2022,27-09-2022,545,0,545,545
Package-B,Nalgonda,Nalgonda,Miryalaguda,JANKU THANDA,GP,280968,113491791,4320302137,14-09-2022,28-09-2022,1091,0,1091,1091
Package-B,Nalgonda,Nalgonda,Miryalaguda,KALVAPALLI,GP,207693,113429188,4321000775,14-09-2022,28-09-2022,1858,462,1858,1396
Package-B,Nalgonda,Nalgonda,Miryalaguda,KALVAPALLI THANDA,GP,280946,113429189,4321000776,14-09-2022,28-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Kondamallepally,RAMUNIGUNDLA THANDA,GP,280443,113515390,4424000109,13-09-2022,27-09-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Kondamallepally,DONIYAL,GP,207418,113467644,4420300743,14-09-2022,28-09-2022,1818,632,1818,1186
Package-B,Nalgonda,Nalgonda,Kondamallepally,GOWRIKUNTA TANDA,GP,280417,113625398,4423500134,09-08-2022,23-08-2022,557,0,557,557
Package-B,Nalgonda,Suryapet,Chivvemla,JAYARAMGUDI THANDA,GP,280918,112941768,4174000103,14-09-2022,28-09-2022,1994,1112,1994,882
Package-B,Nalgonda,Suryapet,Chivvemla,PILLALAJAGGU THANDA,GP,280919,112941761,4172500698,14-09-2022,28-09-2022,1463,98,1463,1365
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,GHOUSENAGAR,GP,207187,113773105,4502100671,14-09-2022,28-09-2022,1375,0,1375,1375
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,NAKKAGUDEM,GP,207674,113680303,4262700725,11-09-2022,25-09-2022,400,0,400,400
Package-B,Nalgonda,Suryapet,Chinthalapalem Mallareddygudem,GANDHI NAGAR THANDA,GP,280890,113680287,4261304683,12-09-2022,26-09-2022,917,0,917,917
Package-B,Nalgonda,Suryapet,Chivvemla,Chivvemla,Mandal,5325,112941726,4170101241,12-09-2022,26-09-2022,11357,0,11357,11357
Package-B,Nalgonda,Nalgonda,Kethepally,Kethepally,Mandal,5337,112941227,1401402009,14-09-2022,28-09-2022,19293,3734,19293,15559
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,BHONGIRI,Mandal,5317,112953707,6301424854,14-09-2022,28-09-2022,16734,4194,16734,12540
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,SHIVAREDDIGUDEM,GP,208028,113694037,4540502304,13-09-2022,27-09-2022,1549,0,1549,1549
Package-B,Nalgonda,Nalgonda,Devarakonda,VENKAT THANDA,GP,279649,113260502,4421701115,15-09-2022,29-09-2022,338,0,338,338
Package-B,Nalgonda,Nalgonda,Devarakonda,PATHLAVATH THANDA (T),GP,289474,113304755,4421701120,16-09-2022,30-09-2022,520,0,520,520
Package-B,Nalgonda,Nalgonda,Kanagal,CHERLA GOURARAM,GP,207533,113417433,4040201346,14-09-2022,28-09-2022,7746,1214,7746,6532
Package-B,Nalgonda,Nalgonda,Chinthapally,KURMED,GP,207317,113694663,4460102678,15-09-2022,29-09-2022,350,0,350,350
Package-B,Nalgonda,Suryapet,Mothey,SIRIKONDA,GP,207719,112935146,4191102089,12-09-2022,26-09-2022,1574,0,1574,1574
Package-B,Nalgonda,Suryapet,Palakeedu,NAGIREDDY GUDEM,GP,207908,112993555,4311300439,15-09-2022,29-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Miryalaguda,KALVAPALLI,GP,207693,113429188,4321000775,15-09-2022,29-09-2022,2365,462,2365,1903
Package-B,Nalgonda,Suryapet,Chivvemla,V.K .PAHAD,GP,207362,113022951,4171301658,14-09-2022,28-09-2022,1137,0,1137,1137
Package-B,Nalgonda,Suryapet,Chivvemla,VALYATHANDA,GP,207364,113374637,4174400194,15-09-2022,29-09-2022,862,0,862,862
Package-B,Nalgonda,Suryapet,Chivvemla,JAGANATHANDA,GP,280925,113181596,4174500108,15-09-2022,29-09-2022,1202,126,1202,1076
Package-B,Nalgonda,Suryapet,Chivvemla,SEVALAL THANDA,GP,280916,112941766,4173400586,14-09-2022,28-09-2022,4429,1442,4429,2987
Package-B,Nalgonda,Suryapet,Chivvemla,BADYA THANDA,GP,280920,112941762,4172500699,14-09-2022,28-09-2022,375,0,375,375
Package-B,Nalgonda,Suryapet,Chivvemla,PACHYANAYAK THANDA,GP,207357,112941760,4172500697,14-09-2022,28-09-2022,1174,752,1174,422
Package-B,Nalgonda,Suryapet,Nuthankal,CHILPAKUNTLA,GP,207944,112932622,4200901170,15-09-2022,29-09-2022,1347,822,1347,525
Package-B,Nalgonda,Suryapet,Suryapet,JATOTH THANDA,GP,280401,113022976,4161200619,14-09-2022,28-09-2022,1779,0,1779,1779
Package-B,Nalgonda,Suryapet,Thungathurthi,SURYA THANDA,GP,279620,112977034,4220900743,14-09-2022,28-09-2022,1802,564,1802,1238
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,THURKALASHAPUR,GP,207471,112977983,4580700649,15-09-2022,29-09-2022,700,0,700,700
Package-B,Nalgonda,Yadadri Bhuvanagiri,Choutuppal,Sai Nagar,GP,281286,113491025,4120215111,15-09-2022,29-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Peddavura,Peddavura,Mandal,5358,113153496,4390102009,14-09-2022,28-09-2022,32596,8684,32596,23912
Package-B,Nalgonda,Nalgonda,Devarakonda,VAIDONIVAMPU,GP,279542,113053161,4421901867,16-09-2022,30-09-2022,520,0,520,520
Package-B,Nalgonda,Nalgonda,Devarakonda,TURPUPALLY,GP,207435,113260605,4421701116,17-09-2022,01-10-2022,7977,2378,7977,5599
Package-B,Nalgonda,Nalgonda,Devarakonda,ACHAMMA KUNTA THANDA,GP,279619,113260614,4422001393,17-09-2022,01-10-2022,6872,1740,6872,5132
Package-B,Nalgonda,Nalgonda,Devarakonda,PADAMATIPALLY,GP,207430,113304754,4421800552,16-09-2022,30-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Kethepally,PAMULAPAHAD,GP,208222,113278081,4341901262,16-09-2022,30-09-2022,1779,0,1779,1779
Package-B,Nalgonda,Suryapet,Nereducherla,CHILLEPALLY,GP,207895,113157709,4313600669,17-09-2022,01-10-2022,1334,906,1334,428
Package-B,Nalgonda,Suryapet,Palakeedu,BOTHALA PALEM,GP,207894,112993572,4313101199,14-09-2022,28-09-2022,1079,684,1079,395
Package-B,Nalgonda,Suryapet,Palakeedu,NAGIREDDY GUDEM,GP,207908,112993555,4311300439,17-09-2022,01-10-2022,547,0,547,547
Package-B,Nalgonda,Nalgonda,Gundlapally(Dindi),KOTHA THANDA,GP,280383,113467486,4492300096,16-09-2022,30-09-2022,1462,0,1462,1462
Package-B,Nalgonda,Nalgonda,NALGONDA,KOTHAPALLY,GP,280800,113657148,4022700892,17-09-2022,01-10-2022,2923,0,2923,2923
Package-B,Nalgonda,Nalgonda,NALGONDA,APPAJIPETA,GP,207820,113304317,4020802062,19-09-2022,03-10-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,NALGONDA,ANNEPARTHY,GP,207819,113304321,4021501443,19-09-2022,03-10-2022,1606,0,1606,1606
Package-B,Nalgonda,Nalgonda,NALGONDA,RANGAREDDYNAGAR,GP,280791,113304330,4021001090,19-09-2022,03-10-2022,1606,0,1606,1606
Package-B,Nalgonda,Nalgonda,PEDDA ADISERLAPALLY,P.A.PALLY,GP,207972,113359518,4481302453,17-09-2022,01-10-2022,2578,582,2578,1996
Package-B,Nalgonda,Nalgonda,MARRIGUDA,KOTTALA,GP,280828,113353646,4452200231,16-09-2022,30-09-2022,3279,1520,3279,1759
Package-B,Nalgonda,Nalgonda,Kondamallepally,RAMAVATH TANDA,GP,280484,113467655,4424400005,17-09-2022,01-10-2022,5575,0,5575,5575
Package-B,Nalgonda,Nalgonda,Kondamallepally,GOWRIKUNTA TANDA,GP,280417,113625398,4423500134,17-09-2022,01-10-2022,989,0,989,989
Package-B,Nalgonda,Suryapet,Maddirala,REDDY GUDEM,GP,208176,112977040,4221500823,15-09-2022,29-09-2022,982,0,982,982
Package-B,Nalgonda,Nalgonda,Chinthapally,UMMAPUR,GP,279472,113780619,4462000262,10-09-2022,24-09-2022,523,0,523,523
Package-B,Nalgonda,Nalgonda,Chinthapally,THIMALAPURAM,GP,279521,113780621,4462400168,04-09-2022,18-09-2022,1932,0,1932,1932
Package-B,Nalgonda,Nalgonda,Chinthapally,GODAKONDLA,GP,207313,113780601,4460703626,06-09-2022,20-09-2022,1575,0,1575,1575
Package-B,Nalgonda,Suryapet,Mothey,GOL THANDA,GP,281570,113793488,4193000196,09-09-2022,23-09-2022,541,0,541,541
Package-B,Nalgonda,Suryapet,Mothey,SARAVARAM,GP,207718,113793472,4190200772,08-09-2022,22-09-2022,1764,0,1764,1764
Package-B,Nalgonda,Suryapet,Mothey,RAVIKUNTA THANDA,GP,281573,113793485,4192400199,06-09-2022,20-09-2022,1561,0,1561,1561
Package-B,Nalgonda,Suryapet,Mothey,NARSIMHAPURAM,GP,281579,113793482,4191700430,07-09-2022,21-09-2022,556,0,556,556
Package-B,Nalgonda,Suryapet,Mothey,THUMMAGUDA,GP,207720,113793484,4191800464,07-09-2022,21-09-2022,528,0,528,528
,,,,,,,106027450,4190400425,09-09-2022,23-09-2022,8,0,8,8
Package-B,Nalgonda,Suryapet,Munagala,MADHARAM,GP,207758,113793576,4271401056,07-09-2022,21-09-2022,552,0,552,552
Package-B,Nalgonda,Suryapet,Nadigudem,NARANAYAPURAM,GP,207798,113793523,4311102345,14-09-2022,28-09-2022,538,0,538,538
Package-B,Nalgonda,Nalgonda,Chandampet,KORUTLA,GP,279284,113674252,4470300836,07-09-2022,21-09-2022,1360,0,1360,1360
Package-B,Nalgonda,Nalgonda,Chandampet,MOTYA THANDA,GP,279297,113767877,4470800972,07-09-2022,21-09-2022,500,0,500,500
Package-B,Nalgonda,Nalgonda,Narketpally,AKKENAPALLY,GP,207874,113792393,4051000306,08-09-2022,22-09-2022,1142,0,1142,1142
Package-B,Nalgonda,Suryapet,Mellachervu,KANDIBANDA,GP,207671,113768767,4261402082,12-09-2022,26-09-2022,488,0,488,488
Package-B,Nalgonda,Suryapet,Mellachervu,MANGALA KUNTA THANDA,GP,280996,113768778,4263100172,09-09-2022,23-09-2022,517,0,517,517
Package-B,Nalgonda,Nalgonda,Gundlapally(Dindi),BOLNEPALLY,GP,207475,113768086,4490100520,05-09-2022,19-09-2022,482,0,482,482
Package-B,Nalgonda,Nalgonda,Madugulapalli,MACHANAPALLY,GP,281648,113769134,4372500272,04-09-2022,18-09-2022,453,0,453,453
Package-B,Nalgonda,Suryapet,Mattampally,SEETHA THANDA,GP,280929,113804792,4334700071,16-09-2022,30-09-2022,457,0,457,457
Package-B,Nalgonda,Suryapet,Mattampally,KALMALCHERVU,GP,207442,113804766,4331102219,12-09-2022,26-09-2022,462,0,462,462
Package-B,Nalgonda,Suryapet,Mattampally,AMARAVARAM,GP,207509,113804831,4290202189,08-09-2022,22-09-2022,452,0,452,452
Package-B,Nalgonda,Suryapet,Mattampally,ANJALIPURAM,GP,207510,113804846,4291800878,17-09-2022,01-10-2022,480,0,480,480
Package-B,Nalgonda,Suryapet,Mattampally,BAKKAMANTULAGUDA,GP,207650,113568079,4302201306,04-09-2022,18-09-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Mattampally,KINDI THANDA,GP,280991,113804901,4300900632,05-09-2022,19-09-2022,403,0,403,403
Package-B,Nalgonda,Suryapet,Mattampally,BADAVA THANDA,GP,280990,113804914,4301900601,09-09-2022,23-09-2022,466,0,466,466
Package-B,Nalgonda,Suryapet,Mattampally,PATA DONABANDA THANDA,GP,280987,113804909,4301300940,09-09-2022,23-09-2022,3012,0,3012,3012
Package-B,Nalgonda,Suryapet,Mattampally,DONABANDA THANDA,GP,207654,113804911,4301300943,11-09-2022,25-09-2022,796,0,796,796
Package-B,Nalgonda,Suryapet,Mattampally,KALVAPALLY THANDA,GP,280975,113804910,4301300941,11-09-2022,25-09-2022,599,0,599,599
Package-B,Nalgonda,Suryapet,Mattampally,GURRAMBODU THANDA,GP,280982,113804913,4301400617,06-09-2022,20-09-2022,408,0,408,408
Package-B,Nalgonda,Nalgonda,PEDDA ADISERLAPALLY,ROLLAKAL,GP,280599,113768052,4480300318,11-09-2022,25-09-2022,1098,0,1098,1098
Package-B,Nalgonda,Nalgonda,PEDDA ADISERLAPALLY,AKKAMPALLY,GP,280590,113564645,4483400448,06-09-2022,20-09-2022,1625,0,1625,1625
Package-B,Nalgonda,Nalgonda,PEDDA ADISERLAPALLY,NAKKALAPENTA THANDA,GP,280641,113768055,4481101219,08-09-2022,22-09-2022,493,0,493,493
,,,,,,,103416553,4424100083,07-09-2022,21-09-2022,233,0,233,233
,,,,,,,103417105,4424600048,06-09-2022,20-09-2022,0,0,,0
Package-B,Nalgonda,Nalgonda,Kondamallepally,CHINNAADISHARLAPALLI,GP,280428,113625397,4422100553,13-09-2022,27-09-2022,0,0,,0
